id,name,nickname,email,phone_number,birth_date,gender,profile_image_url,interested_categories,wish_markets,wish_spots,reported_count,created_at,updated_at,age,age_group,household_size,level
c47a22d7-b2b7-46dc-923e-ca0e24e1ee01,최준영,sbag_250,donghyeon39@example.net,032-037-1705,1982-10-16,male,https://picsum.photos/id/750/200/200,"{식품간식류,뷰티헬스케어}","{POINT(126.957307 37.652347),POINT(126.785743 37.601561)}","{(""""우리집"""",""""POINT(126.752752 37.438929)"""")}",0,2025-05-06 23:40:37,2025-07-18 00:16:00,42,40대 이상,2인 가구,1
c2795cc6-74c4-4411-833f-392d4e1cd4d8,안명숙,mijeong14_251,nohyeonsug@example.org,033-386-3383,1998-01-21,female,https://picsum.photos/id/751/200/200,"{패션잡화,식품간식류}",{POINT(126.846397 37.656167)},"{(""""회사"""",""""POINT(126.930747 37.561972)"""")}",0,2025-05-11 15:35:51,2025-06-02 03:00:23,27,20대,1인 가구,23
897a77cd-08d6-4e83-8890-d77519c5911f,최지아,yeongsug61_252,eunyeongcoe@example.net,053-289-7558,1981-12-04,male,https://picsum.photos/id/752/200/200,"{식품간식류,생활용품,패션잡화}",{POINT(126.914278 37.502653)},"{(""""회사"""",""""POINT(126.752343 37.437412)"""")}",0,2025-02-05 08:33:01,2025-08-26 09:09:53,43,40대 이상,2인 가구,1
bef38bcb-2f6e-4dea-83c8-f42f0ad837dc,강준영,sumin98_253,junseocoe@example.net,051-577-6004,1995-01-18,male,https://picsum.photos/id/753/200/200,"{생활용품,뷰티헬스케어,식품간식류}","{POINT(127.049216 37.622440),POINT(127.132967 37.504352)}","{(""""회사"""",""""POINT(127.021317 37.676109)"""")}",0,2025-05-21 15:28:00,2024-10-08 14:30:16,30,30대,1인 가구,12
c9fd32ef-222d-47be-91b3-8ba79f3e2255,손건우,yeonggili_254,jihye88@example.net,011-210-7522,2004-12-22,female,https://picsum.photos/id/754/200/200,"{패션잡화,뷰티헬스케어,식품간식류}","{POINT(126.946782 37.614792),POINT(126.854417 37.520797)}","{(""""회사"""",""""POINT(126.865965 37.488916)""""),(""""회사"""",""""POINT(126.733306 37.587812)"""")}",0,2025-01-13 04:25:24,2025-02-21 20:00:54,20,20대,1인 가구,11
84bfb63f-1143-44f0-a0ff-ef73e11fd0c0,송동현,ncoe_255,oeunyeong@example.org,063-919-4096,1986-10-03,female,https://picsum.photos/id/755/200/200,{생활용품},"{POINT(127.036340 37.608343),POINT(127.024930 37.624746)}","{(""""회사"""",""""POINT(127.158485 37.607152)""""),(""""회사"""",""""POINT(126.962782 37.480857)"""")}",0,2024-11-01 18:01:01,2025-08-01 05:49:04,39,30대,1인 가구,10
a02c43f4-dc1f-4789-87a0-9fcb25f06d4d,이춘자,hi_256,ogjahong@example.org,017-604-8058,1973-07-22,female,https://picsum.photos/id/756/200/200,"{뷰티헬스케어,패션잡화,식품간식류}","{POINT(127.108287 37.658263),POINT(126.811511 37.666654)}","{(""""회사"""",""""POINT(127.061529 37.539242)""""),(""""우리집"""",""""POINT(127.051016 37.522655)"""")}",0,2025-05-09 15:55:28,2024-11-29 08:44:29,52,40대 이상,2인 가구,4
a3ba4cb0-4b4a-4c42-ba4e-81f43f23fcf2,김명숙,wu_257,gimjaehyeon@example.com,041-251-7908,1991-12-29,female,https://picsum.photos/id/757/200/200,"{생활용품,뷰티헬스케어,식품간식류}",{POINT(126.868188 37.630937)},"{(""""우리집"""",""""POINT(127.056334 37.630048)""""),(""""우리집"""",""""POINT(127.134816 37.685669)"""")}",0,2025-03-06 07:17:14,2025-01-12 05:46:20,33,30대,1인 가구,11
c9679c15-45fd-431c-be2f-d183924b8057,이정식,gyeonghyigim_258,myun@example.net,016-833-1465,1975-07-17,male,https://picsum.photos/id/758/200/200,"{생활용품,식품간식류,뷰티헬스케어}",{POINT(126.901751 37.664224)},"{(""""회사"""",""""POINT(126.938692 37.588104)""""),(""""우리집"""",""""POINT(127.119877 37.557045)"""")}",0,2025-06-25 04:46:30,2025-09-26 04:08:45,50,40대 이상,1인 가구,10
12f48ea8-0231-4cd5-a1ae-bb55223c0915,이성호,jeongsucoe_259,hwangseongho@example.com,016-792-7033,1975-11-06,female,https://picsum.photos/id/759/200/200,"{식품간식류,뷰티헬스케어}",{POINT(126.949411 37.640314)},"{(""""우리집"""",""""POINT(126.797850 37.665129)""""),(""""우리집"""",""""POINT(127.174236 37.522521)"""")}",0,2025-06-25 10:33:56,2025-02-24 10:49:01,49,40대 이상,1인 가구,21
8c8bc594-c031-4eda-a03e-478460cb1890,고미영,gimsujin_260,jiyeonryu@example.org,053-147-7053,1980-05-14,male,https://picsum.photos/id/760/200/200,"{식품간식류,생활용품}",{POINT(127.073606 37.562186)},"{(""""회사"""",""""POINT(126.732121 37.601315)"""")}",0,2025-07-16 15:58:32,2025-04-29 05:07:44,45,40대 이상,2인 가구,3
4fc07d8f-0f51-47d7-acb2-f2f37c296763,박상훈,jgang_261,ijieun@example.net,031-420-4394,1984-03-03,male,https://picsum.photos/id/761/200/200,"{뷰티헬스케어,생활용품}",{POINT(127.058797 37.574121)},"{(""""회사"""",""""POINT(126.911527 37.601042)"""")}",0,2024-10-22 21:20:42,2025-03-31 20:18:13,41,40대 이상,1인 가구,1
a440df2a-cb4f-4175-b502-8a06d1b9df52,장정남,jia04_262,ygim@example.net,019-157-9812,1970-04-27,male,https://picsum.photos/id/762/200/200,"{식품간식류,생활용품}","{POINT(126.867752 37.565901),POINT(126.750573 37.447627)}","{(""""우리집"""",""""POINT(126.731856 37.434837)""""),(""""우리집"""",""""POINT(127.124643 37.491092)"""")}",0,2024-12-18 12:12:21,2025-04-14 16:57:30,55,40대 이상,1인 가구,10
a8b4d223-8025-48f8-8121-8d987fa54b80,오경희,jeongung62_263,ijeonghun@example.net,052-384-0460,2000-12-01,female,https://picsum.photos/id/763/200/200,"{식품간식류,생활용품}","{POINT(126.830945 37.435164),POINT(126.825036 37.695917)}","{(""""회사"""",""""POINT(127.039051 37.547090)""""),(""""우리집"""",""""POINT(127.135623 37.522538)"""")}",0,2025-05-05 18:57:51,2025-01-19 02:09:02,24,20대,1인 가구,1
d15f98de-286b-40ed-a131-cf448532487f,배재호,seomiyeong_264,jihucoe@example.com,052-957-8232,1985-02-06,female,https://picsum.photos/id/764/200/200,{뷰티헬스케어},"{POINT(127.010411 37.638237),POINT(126.751582 37.590359)}","{(""""우리집"""",""""POINT(127.022743 37.528980)"""")}",0,2025-05-15 22:09:12,2025-04-30 12:20:17,40,40대 이상,1인 가구,4
08cb6a6a-8205-47c6-8930-6c87dc8306a8,이정자,jinubaeg_265,areumcoe@example.org,053-188-1252,1983-07-09,male,https://picsum.photos/id/765/200/200,"{생활용품,패션잡화}","{POINT(126.798907 37.558087),POINT(127.013640 37.617702)}","{(""""우리집"""",""""POINT(126.917549 37.616232)"""")}",0,2025-07-11 15:25:37,2024-10-13 17:21:33,42,40대 이상,1인 가구,10
0442f8b7-de6a-4100-b9f4-2a8c23a3ebfd,이영순,osin_266,seongjin31@example.org,042-099-4999,1991-06-10,female,https://picsum.photos/id/766/200/200,"{생활용품,식품간식류,뷰티헬스케어}",{POINT(127.004051 37.564390)},"{(""""우리집"""",""""POINT(126.851490 37.608870)""""),(""""우리집"""",""""POINT(127.134380 37.543083)"""")}",0,2024-12-30 22:48:16,2025-05-21 21:02:21,34,30대,1인 가구,25
bd39ab7f-6721-4251-9613-322e8de9d8ba,김도현,mgim_267,xo@example.org,055-772-2330,1985-07-20,female,https://picsum.photos/id/767/200/200,{뷰티헬스케어},"{POINT(126.735737 37.493316),POINT(126.779694 37.454031)}","{(""""우리집"""",""""POINT(126.914390 37.526639)""""),(""""우리집"""",""""POINT(126.953360 37.440640)"""")}",0,2025-03-09 22:52:54,2025-07-26 04:34:23,40,40대 이상,1인 가구,19
c69524b6-66a4-404b-9cb8-939590ed444c,하서윤,yujingim_268,fmun@example.net,053-736-6096,1970-10-10,male,https://picsum.photos/id/768/200/200,"{식품간식류,뷰티헬스케어}","{POINT(126.752536 37.501314),POINT(127.123363 37.649558)}","{(""""우리집"""",""""POINT(127.080787 37.686350)""""),(""""우리집"""",""""POINT(126.775581 37.625362)"""")}",0,2025-07-08 23:18:49,2025-01-31 18:58:14,55,40대 이상,2인 가구,10
f7b64a87-071c-4922-9018-ca303c8b045a,서은서,baghyeonu_269,yangyeongjin@example.net,055-086-8034,1996-07-28,male,https://picsum.photos/id/769/200/200,"{식품간식류,뷰티헬스케어,패션잡화}","{POINT(126.850739 37.687874),POINT(126.897680 37.627928)}","{(""""회사"""",""""POINT(126.782155 37.545019)""""),(""""우리집"""",""""POINT(126.792277 37.432612)"""")}",0,2025-03-21 23:29:37,2025-03-05 20:33:19,29,20대,1인 가구,11
c36c3352-9319-4319-aa9e-b9c052b801fd,이민지,subin08_270,gyeongsugyun@example.org,070-8129-8266,1990-06-23,female,https://picsum.photos/id/770/200/200,"{뷰티헬스케어,패션잡화}","{POINT(127.021981 37.645973),POINT(126.780875 37.645166)}","{(""""우리집"""",""""POINT(127.163039 37.538210)"""")}",2,2025-02-04 21:25:44,2025-03-26 09:06:55,35,30대,3인 이상 가구,23
f0ab3022-2564-4564-9c08-499f9fa15597,최정식,jiyeonggim_271,yeongja21@example.org,033-751-8689,1971-06-13,female,https://picsum.photos/id/771/200/200,"{뷰티헬스케어,생활용품}","{POINT(127.005111 37.640374),POINT(127.125978 37.662895)}","{(""""우리집"""",""""POINT(127.140052 37.458003)"""")}",1,2024-12-03 08:55:39,2025-02-26 08:05:43,54,40대 이상,3인 이상 가구,24
2c56b3cd-69e9-4303-ad30-45cec2f236c7,김성진,seonghyeongim_272,ijeongnam@example.com,052-212-3094,1995-08-27,female,https://picsum.photos/id/772/200/200,"{뷰티헬스케어,생활용품}",{POINT(126.871407 37.500635)},"{(""""회사"""",""""POINT(126.780822 37.678507)"""")}",1,2024-10-07 00:20:21,2025-03-29 09:24:50,30,30대,1인 가구,23
efa610a4-21b5-4467-a025-90109ad5cfae,정경숙,lgim_273,cbag@example.org,016-903-8498,2003-08-13,female,https://picsum.photos/id/773/200/200,"{생활용품,식품간식류,뷰티헬스케어}","{POINT(127.034333 37.523352),POINT(127.107565 37.533917)}","{(""""회사"""",""""POINT(127.039709 37.570157)"""")}",0,2025-08-16 18:38:24,2025-08-18 18:27:56,22,20대,3인 이상 가구,18
ad309926-05df-41a4-9042-21bce199c108,김재호,gimdoyun_274,jeongung10@example.org,061-224-9998,1983-11-18,male,https://picsum.photos/id/774/200/200,"{뷰티헬스케어,생활용품}",{POINT(126.874285 37.632886)},"{(""""우리집"""",""""POINT(126.800617 37.603718)"""")}",0,2024-12-10 04:13:19,2025-03-28 02:36:39,41,40대 이상,1인 가구,11
8ea601b0-cbf1-4ed9-a991-d29bb091dc29,김수진,jiweon16_275,iseongmin@example.net,051-586-8339,1994-04-06,male,https://picsum.photos/id/775/200/200,"{뷰티헬스케어,패션잡화}","{POINT(126.954305 37.453765),POINT(127.171302 37.515337)}","{(""""우리집"""",""""POINT(126.977723 37.566871)""""),(""""회사"""",""""POINT(126.835750 37.538885)"""")}",0,2024-10-24 20:52:27,2024-11-13 17:19:31,31,30대,1인 가구,24
65fa77ec-9488-4c46-9959-c63afd01ea73,박정순,jihun54_276,caeweon99@example.com,064-777-2934,2005-09-30,female,https://picsum.photos/id/776/200/200,"{생활용품,뷰티헬스케어,식품간식류}",{POINT(126.935294 37.606741)},"{(""""우리집"""",""""POINT(126.746124 37.538929)"""")}",0,2024-12-16 10:37:19,2024-10-02 21:17:23,20,20대,1인 가구,11
1789b736-a96a-4cea-afa5-eb97c2b5f066,강민석,eunjeongeom_277,wgim@example.net,017-303-4414,1977-10-18,female,https://picsum.photos/id/777/200/200,"{패션잡화,뷰티헬스케어}","{POINT(127.071694 37.460786),POINT(126.883611 37.489872)}","{(""""우리집"""",""""POINT(127.109943 37.650479)""""),(""""회사"""",""""POINT(127.008891 37.581241)"""")}",0,2025-01-26 21:24:15,2025-04-17 01:14:39,47,40대 이상,1인 가구,21
905151f5-40ec-440f-a298-742cfe44ef44,김순옥,no_278,jeonseunghyeon@example.com,018-770-2727,1991-10-18,female,https://picsum.photos/id/778/200/200,"{뷰티헬스케어,생활용품,식품간식류}",{POINT(127.148597 37.480637)},"{(""""회사"""",""""POINT(126.750600 37.619566)""""),(""""우리집"""",""""POINT(127.099827 37.562954)"""")}",0,2025-09-13 17:08:27,2025-09-03 07:01:48,33,30대,1인 가구,13
4ef1baec-97cb-4238-bba4-f8ba9e384395,송지훈,jeonjaeho_279,boram03@example.net,018-551-2405,1992-07-22,female,https://picsum.photos/id/779/200/200,"{생활용품,식품간식류}",{POINT(127.106860 37.680189)},"{(""""회사"""",""""POINT(126.815760 37.652630)"""")}",0,2025-02-25 00:03:08,2025-06-02 14:03:32,33,30대,1인 가구,19
39c53306-63de-4c24-beab-bed8af5cff5a,이은서,yeweon50_280,jihu73@example.com,062-438-4215,1981-01-17,male,https://picsum.photos/id/780/200/200,"{식품간식류,뷰티헬스케어,생활용품}",{POINT(126.924765 37.579371)},"{(""""회사"""",""""POINT(126.995192 37.553495)"""")}",0,2025-08-03 02:45:46,2024-10-16 19:06:06,44,40대 이상,1인 가구,19
da4677f2-2a42-4aa0-84d6-8af2a5727e6f,박경자,jbae_281,jeonghobag@example.net,052-521-8230,1983-07-04,female,https://picsum.photos/id/781/200/200,"{패션잡화,뷰티헬스케어,식품간식류}","{POINT(127.142160 37.694465),POINT(126.853118 37.635841)}","{(""""우리집"""",""""POINT(126.808143 37.616791)""""),(""""우리집"""",""""POINT(127.025885 37.457960)"""")}",0,2025-03-29 16:10:43,2025-03-01 19:08:19,42,40대 이상,1인 가구,11
56807144-40d0-4b0e-ad0b-ae4c9f085ae1,이광수,ijiu_282,bagareum@example.com,02-9435-3344,2005-04-18,female,https://picsum.photos/id/782/200/200,"{식품간식류,생활용품}",{POINT(126.860761 37.598525)},"{(""""회사"""",""""POINT(126.792181 37.647295)""""),(""""회사"""",""""POINT(126.976513 37.657630)"""")}",0,2025-04-26 23:43:29,2025-02-03 05:14:46,20,20대,2인 가구,12
33785031-52ec-4450-ad5a-47a6c9ce7020,이민지,gimsujin_283,gimjeonghun@example.com,051-249-3214,1999-10-08,female,https://picsum.photos/id/783/200/200,"{생활용품,식품간식류}","{POINT(127.154203 37.587358),POINT(127.033410 37.621733)}","{(""""우리집"""",""""POINT(127.042440 37.566051)"""")}",0,2025-05-28 10:34:44,2025-09-13 18:51:47,26,20대,2인 가구,18
6afbd794-d7f6-4f37-969e-c05b66ced9d9,김경자,gimminseog_284,ti@example.net,011-795-4538,1992-10-20,male,https://picsum.photos/id/784/200/200,{식품간식류},"{POINT(126.802421 37.632550),POINT(126.842752 37.507386)}","{(""""회사"""",""""POINT(126.965228 37.648242)""""),(""""우리집"""",""""POINT(126.753879 37.532835)"""")}",0,2024-11-01 18:39:10,2025-09-25 15:31:29,32,30대,1인 가구,2
b63e3b43-fc9e-4a62-bfe9-c1c526ee6cd9,김지원,tgim_285,obag@example.org,016-456-2557,2001-06-10,female,https://picsum.photos/id/785/200/200,"{식품간식류,패션잡화,뷰티헬스케어}",{POINT(127.088575 37.567949)},"{(""""우리집"""",""""POINT(126.744538 37.633470)""""),(""""회사"""",""""POINT(127.120616 37.457670)"""")}",0,2025-04-09 14:26:48,2024-10-14 00:38:12,24,20대,1인 가구,23
de6597c0-f86c-4b69-a606-c4702971d9d8,이영길,ujini_286,migyeongi@example.net,033-581-4876,1974-03-14,male,https://picsum.photos/id/786/200/200,"{패션잡화,생활용품,식품간식류}",{POINT(127.047083 37.676101)},"{(""""우리집"""",""""POINT(126.904400 37.680151)""""),(""""회사"""",""""POINT(126.754211 37.690775)"""")}",0,2025-05-19 14:44:55,2025-03-11 20:06:45,51,40대 이상,2인 가구,21
452f41a7-a867-4f4d-903d-25547f98ed2a,최현지,ngim_287,ban@example.net,053-832-1971,1985-12-26,female,https://picsum.photos/id/787/200/200,{식품간식류},{POINT(126.783709 37.628471)},"{(""""우리집"""",""""POINT(127.163930 37.639560)""""),(""""회사"""",""""POINT(127.172554 37.551180)"""")}",0,2025-05-20 05:54:54,2025-05-21 18:22:51,39,30대,2인 가구,2
5b8b2f9c-1875-43e3-94ca-6241b891e937,김시우,haeun19_288,imseonyeong@example.com,053-701-3290,2001-04-02,male,https://picsum.photos/id/788/200/200,{생활용품},{POINT(126.998596 37.680730)},"{(""""회사"""",""""POINT(126.788530 37.580282)""""),(""""회사"""",""""POINT(126.939849 37.431524)"""")}",0,2025-07-23 07:01:49,2024-11-28 06:08:02,24,20대,1인 가구,25
4fad3ab6-23b1-4ad5-8013-ec9b76850029,이우진,rgim_289,jaeho46@example.net,054-190-9862,1979-11-27,male,https://picsum.photos/id/789/200/200,{식품간식류},{POINT(126.801717 37.642290)},"{(""""회사"""",""""POINT(126.977572 37.643275)""""),(""""우리집"""",""""POINT(126.873037 37.641688)"""")}",0,2025-08-29 08:28:44,2025-01-24 12:33:16,45,40대 이상,1인 가구,18
b8ca6b14-978d-4c00-92d5-ab1123d9b65d,최광수,sangho40_290,jinucoe@example.net,053-666-6832,1973-12-31,female,https://picsum.photos/id/790/200/200,"{뷰티헬스케어,패션잡화,생활용품}",{POINT(126.930550 37.610613)},"{(""""우리집"""",""""POINT(127.127529 37.524339)""""),(""""회사"""",""""POINT(126.862108 37.519388)"""")}",0,2025-04-04 16:40:37,2024-11-25 06:46:13,51,40대 이상,2인 가구,21
65bfa446-f457-4589-b3bc-73598f272c2a,홍아름,qgim_291,seongmingim@example.org,041-762-1267,1982-07-24,male,https://picsum.photos/id/791/200/200,{뷰티헬스케어},"{POINT(126.857273 37.575864),POINT(127.099949 37.676061)}","{(""""우리집"""",""""POINT(126.874422 37.614289)"""")}",0,2025-09-14 07:20:49,2025-08-04 15:54:02,43,40대 이상,1인 가구,12
d3e09bc7-12e9-4d75-8c3e-89b7db962d29,박영자,oi_292,jihungim@example.com,070-3846-8950,1998-09-20,male,https://picsum.photos/id/792/200/200,{식품간식류},{POINT(126.824852 37.599272)},"{(""""회사"""",""""POINT(127.134227 37.441840)""""),(""""우리집"""",""""POINT(126.767055 37.516484)"""")}",0,2024-10-16 23:28:56,2025-05-10 22:05:33,27,20대,1인 가구,21
347ab4ad-b2bd-4cb8-902d-e0959f1e9183,김예지,gimyejin_293,gyeongsug18@example.net,032-371-8949,2002-08-21,female,https://picsum.photos/id/793/200/200,"{뷰티헬스케어,패션잡화,생활용품}",{POINT(127.052591 37.436413)},"{(""""회사"""",""""POINT(126.822511 37.655630)"""")}",0,2024-10-22 18:26:47,2025-09-18 04:34:47,23,20대,1인 가구,2
dad946f2-8436-4147-86d8-78e4a4dd31cf,김예원,vcoe_294,zi@example.com,052-209-4940,1993-02-16,male,https://picsum.photos/id/794/200/200,"{생활용품,패션잡화,뷰티헬스케어}","{POINT(126.933007 37.540061),POINT(126.872382 37.539201)}","{(""""우리집"""",""""POINT(127.087397 37.444652)"""")}",0,2025-06-03 16:03:22,2025-04-04 00:43:49,32,30대,2인 가구,13
3427fc9a-30dc-4305-9593-36db0ba37caa,윤수빈,iminjun_295,goyejun@example.org,016-444-0192,1981-04-04,female,https://picsum.photos/id/795/200/200,"{생활용품,패션잡화,뷰티헬스케어}","{POINT(126.777761 37.680573),POINT(126.865608 37.642461)}","{(""""우리집"""",""""POINT(127.008257 37.603184)"""")}",0,2025-09-20 17:35:42,2025-05-20 02:15:07,44,40대 이상,1인 가구,3
3f98fabe-dc76-4cc4-82c4-72265b08244c,이보람,gyeonghyian_296,ibyeongceol@example.org,016-276-6372,1980-01-14,male,https://picsum.photos/id/796/200/200,{뷰티헬스케어},"{POINT(126.794834 37.689236),POINT(127.141376 37.612868)}","{(""""회사"""",""""POINT(127.099955 37.532982)""""),(""""우리집"""",""""POINT(126.970060 37.557977)"""")}",0,2024-12-23 03:52:55,2025-05-14 15:38:38,45,40대 이상,1인 가구,24
59716b28-7dd6-4346-af93-f382c438085c,이준서,gimjunho_297,gyeongja83@example.com,018-674-2860,1993-03-26,male,https://picsum.photos/id/797/200/200,"{생활용품,식품간식류}",{POINT(127.136596 37.632040)},"{(""""우리집"""",""""POINT(126.979781 37.579452)""""),(""""우리집"""",""""POINT(126.987723 37.441279)"""")}",0,2025-01-22 10:17:35,2025-09-27 08:53:42,32,30대,1인 가구,12
31b7b66f-d737-432c-b7fb-2f8919f58b4f,이영진,gimmijeong_298,haeun69@example.net,051-544-1496,2000-04-17,male,https://picsum.photos/id/798/200/200,{식품간식류},{POINT(127.105637 37.489613)},"{(""""회사"""",""""POINT(127.113156 37.674520)"""")}",0,2025-03-30 08:23:53,2025-07-29 12:50:40,25,20대,1인 가구,7
e8a55237-fec6-4041-af8a-87dac7fa78b8,최서연,yeongsun25_299,jangjeongsun@example.org,061-181-7534,1986-03-16,male,https://picsum.photos/id/799/200/200,{뷰티헬스케어},{POINT(126.760313 37.508476)},"{(""""우리집"""",""""POINT(126.985282 37.611164)"""")}",0,2025-01-08 02:23:47,2024-12-16 06:11:11,39,30대,2인 가구,4
4a442a02-2d94-4851-940a-65202cc57110,김진우,haeunyun_300,gimsumin@example.com,018-921-2447,1972-01-26,male,https://picsum.photos/id/800/200/200,"{식품간식류,생활용품,뷰티헬스케어}",{POINT(126.873004 37.673032)},"{(""""회사"""",""""POINT(126.890712 37.686916)"""")}",0,2025-06-15 18:39:15,2025-09-30 20:24:14,53,40대 이상,1인 가구,15
02f30bbb-7c85-4bfb-bc05-42d965c34b2a,유수민,qhan_301,yeongho14@example.org,055-650-4427,1974-11-26,male,https://picsum.photos/id/801/200/200,{생활용품},"{POINT(126.829687 37.496467),POINT(126.926256 37.629750)}","{(""""회사"""",""""POINT(126.798578 37.617234)""""),(""""회사"""",""""POINT(127.161397 37.648079)"""")}",0,2024-10-29 05:23:43,2025-04-11 05:44:02,50,40대 이상,1인 가구,12
7ac9034d-d0a6-464b-a5a9-a9a0223bc27d,김예지,minseoi_302,baegyeeun@example.org,031-119-4707,1983-05-29,male,https://picsum.photos/id/802/200/200,"{패션잡화,식품간식류}",{POINT(127.002982 37.477458)},"{(""""회사"""",""""POINT(126.938282 37.667029)"""")}",0,2024-11-29 01:58:37,2025-06-12 19:42:02,42,40대 이상,1인 가구,9
18c688fa-0fdb-4d6e-bbcf-3074d7a41047,장수민,jieun90_303,zbag@example.net,032-830-6719,1969-10-23,female,https://picsum.photos/id/803/200/200,{생활용품},{POINT(127.014232 37.659389)},"{(""""우리집"""",""""POINT(127.128851 37.501073)"""")}",0,2025-04-28 03:57:01,2025-09-30 09:46:46,55,40대 이상,2인 가구,19
fd9b21e6-21df-4ab9-9f97-5f7748156b7a,이도윤,ijimin_304,minjun74@example.net,043-280-6346,1994-03-05,female,https://picsum.photos/id/804/200/200,"{식품간식류,패션잡화}","{POINT(126.955505 37.466148),POINT(126.893740 37.454450)}","{(""""우리집"""",""""POINT(126.978217 37.674702)""""),(""""회사"""",""""POINT(126.796885 37.606555)"""")}",0,2025-09-15 10:10:26,2024-11-12 17:42:17,31,30대,2인 가구,1
3ab85102-954a-4686-96f8-8d45f68c20c1,손시우,seongmingim_305,myeongsuggim@example.net,017-478-7005,1994-03-14,male,https://picsum.photos/id/805/200/200,{식품간식류},{POINT(126.947577 37.628698)},"{(""""우리집"""",""""POINT(126.793167 37.634446)"""")}",0,2024-10-24 01:01:12,2025-02-10 10:19:12,31,30대,1인 가구,12
ddafcde7-4e6a-4c9f-9096-312f7b2a4b0d,김재호,ino_306,ogsungim@example.org,031-270-7903,1972-08-31,female,https://picsum.photos/id/806/200/200,"{패션잡화,생활용품}",{POINT(126.963048 37.610518)},"{(""""우리집"""",""""POINT(126.834287 37.635598)"""")}",0,2025-07-01 15:06:53,2025-06-11 05:40:56,53,40대 이상,1인 가구,12
567510fd-7112-4f0e-8b77-d4a52f0a3046,강지후,bagseongho_307,ryusanghyeon@example.com,016-931-3656,1978-08-20,female,https://picsum.photos/id/807/200/200,"{패션잡화,뷰티헬스케어,식품간식류}",{POINT(126.900333 37.531698)},"{(""""회사"""",""""POINT(127.126698 37.677834)""""),(""""우리집"""",""""POINT(126.875832 37.694759)"""")}",0,2025-02-05 04:38:36,2024-11-18 04:30:54,47,40대 이상,2인 가구,19
fe0202b6-5ace-4bef-86db-5c577865e25f,차상철,coejeongung_308,iyujin@example.org,019-582-7390,1979-02-05,male,https://picsum.photos/id/808/200/200,"{뷰티헬스케어,식품간식류,패션잡화}","{POINT(127.129227 37.644018),POINT(127.126915 37.431781)}","{(""""회사"""",""""POINT(127.138259 37.531609)"""")}",0,2024-11-23 01:39:41,2024-11-10 02:19:21,46,40대 이상,1인 가구,15
c14dcd7d-3ece-4865-8dc7-f0b3d7704669,김예지,gimcaeweon_309,jihu72@example.org,041-487-6329,1995-05-07,female,https://picsum.photos/id/809/200/200,{식품간식류},{POINT(127.000909 37.472486)},"{(""""우리집"""",""""POINT(127.019565 37.450814)"""")}",0,2025-06-27 21:25:10,2024-10-16 21:12:35,30,30대,2인 가구,4
65456b19-103d-498e-b2a0-3919d7202541,강미경,jeonghun08_310,seunghyeonmin@example.org,016-588-3734,1981-12-31,male,https://picsum.photos/id/810/200/200,"{뷰티헬스케어,식품간식류}",{POINT(127.021267 37.589514)},"{(""""회사"""",""""POINT(127.054115 37.649017)"""")}",0,2024-10-22 21:11:37,2024-12-16 12:08:47,43,40대 이상,1인 가구,14
4faffb39-b9f7-47ab-bf85-a9e4c6124e3d,임현주,kbag_311,gimjuweon@example.org,061-459-7010,1977-06-02,male,https://picsum.photos/id/811/200/200,{식품간식류},{POINT(126.796089 37.670515)},"{(""""우리집"""",""""POINT(126.988069 37.441649)"""")}",0,2025-09-26 10:53:14,2025-04-28 23:07:08,48,40대 이상,2인 가구,6
03ad4f75-5889-434c-9940-46566c0cd448,김영일,sonyeji_312,jihu53@example.org,053-313-6363,1981-09-20,male,https://picsum.photos/id/812/200/200,"{생활용품,뷰티헬스케어}","{POINT(126.942136 37.593762),POINT(126.828714 37.560050)}","{(""""우리집"""",""""POINT(126.912455 37.569493)""""),(""""우리집"""",""""POINT(127.057588 37.667197)"""")}",0,2024-10-30 19:54:04,2025-04-03 04:30:07,44,40대 이상,2인 가구,14
be7141f3-2ada-4068-9d13-60e398d4e991,이상현,xgim_313,hyeonjungim@example.com,051-352-0904,2002-09-19,male,https://picsum.photos/id/813/200/200,{패션잡화},"{POINT(126.760979 37.591064),POINT(126.789496 37.532117)}","{(""""우리집"""",""""POINT(126.959862 37.598267)"""")}",0,2024-11-24 06:50:27,2024-11-14 10:10:05,23,20대,1인 가구,1
f690d943-9c91-4970-8cc5-24d96aea576d,김성현,sumin92_314,byeongceolgo@example.com,043-977-4063,2001-06-06,female,https://picsum.photos/id/814/200/200,{뷰티헬스케어},{POINT(126.969143 37.666993)},"{(""""회사"""",""""POINT(127.002480 37.653159)"""")}",0,2025-01-06 12:30:40,2025-02-06 09:10:26,24,20대,1인 가구,25
c0346010-b750-4384-b1f2-3d42d63b1318,손은서,jihyeonbae_315,cna@example.com,070-8068-6717,1999-04-21,male,https://picsum.photos/id/815/200/200,"{생활용품,패션잡화,식품간식류}","{POINT(126.749547 37.530002),POINT(126.833269 37.573050)}","{(""""우리집"""",""""POINT(126.788648 37.560205)"""")}",0,2025-04-12 14:56:45,2025-01-03 16:17:03,26,20대,3인 이상 가구,16
